seqnames,start,end,width,strand,source,type,score,phase,gene_id,gene_version,gene_name,gene_source,gene_biotype
chr9,34701942,34812883,110942,-,ensembl,gene,NA,NA,ENSDARG00000117583,1,BX601644.5,ensembl,lincRNA
chr9,39313944,39624173,310230,-,ensembl_havana,gene,NA,NA,ENSDARG00000089536,3,erbb4b,ensembl_havana,protein_coding
chr9,42040557,42127228,86672,+,ensembl_havana,gene,NA,NA,ENSDARG00000054378,7,pcbp3,ensembl_havana,protein_coding
chr9,42157578,42164744,7167,+,ensembl_havana,gene,NA,NA,ENSDARG00000078415,5,lrrc3,ensembl_havana,protein_coding
chr9,44498182,44642108,143927,-,ensembl_havana,gene,NA,NA,ENSDARG00000060875,7,pde1a,ensembl_havana,protein_coding
chr9,45227028,45541367,314340,+,ensembl_havana,gene,NA,NA,ENSDARG00000003544,9,adarb1b,ensembl_havana,protein_coding
chr9,56251000,56272465,21466,-,ensembl,gene,NA,NA,ENSDARG00000023188,10,lcp1,ensembl,protein_coding
chr16,39498,53136,13639,+,ensembl,gene,NA,NA,ENSDARG00000104848,2,cdkal1,ensembl,protein_coding
chr16,1334431,1359903,25473,+,ensembl_havana,gene,NA,NA,ENSDARG00000006983,10,celf3b,ensembl_havana,protein_coding
chr16,3463727,3678976,215250,-,ensembl,gene,NA,NA,ENSDARG00000077715,4,GRIK3,ensembl,protein_coding
chr16,4654333,4686245,31913,+,ensembl_havana,gene,NA,NA,ENSDARG00000004328,7,LIN28A,ensembl_havana,protein_coding
chr16,5184402,5231397,46996,+,havana,gene,NA,NA,ENSDARG00000097245,4,soga3a,havana,protein_coding
chr16,5196226,5231397,35172,+,ensembl_havana,gene,NA,NA,ENSDARG00000088571,4,soga3a,ensembl_havana,protein_coding
chr16,5251768,5497474,245707,+,ensembl_havana,gene,NA,NA,ENSDARG00000021987,11,plecb,ensembl_havana,protein_coding
chr16,5786770,5873866,87097,-,ensembl_havana,gene,NA,NA,ENSDARG00000041304,7,trak1a,ensembl_havana,protein_coding
chr16,6182501,6205790,23290,-,ensembl,gene,NA,NA,ENSDARG00000014571,10,ctnnb1,ensembl,protein_coding
chr16,6395311,6424818,29508,-,ensembl,gene,NA,NA,ENSDARG00000029356,10,mboat1,ensembl,protein_coding
chr16,7154266,7195000,40735,+,ensembl_havana,gene,NA,NA,ENSDARG00000101980,2,bmper,ensembl_havana,protein_coding
chr16,7742658,7793457,50800,-,ensembl_havana,gene,NA,NA,ENSDARG00000075593,6,trim71,ensembl_havana,protein_coding
chr16,9053275,9267496,214222,+,ensembl,gene,NA,NA,ENSDARG00000087373,5,dnah5,ensembl,protein_coding
chr16,9833256,9897769,64514,-,ensembl_havana,gene,NA,NA,ENSDARG00000070688,5,ncalda,ensembl_havana,protein_coding
chr16,10097122,10261652,164531,-,ensembl_havana,gene,NA,NA,ENSDARG00000104831,3,si:rp71-15i12.1,ensembl_havana,protein_coding
chr16,12022543,12049762,27220,+,ensembl_havana,gene,NA,NA,ENSDARG00000004358,7,gnb3a,ensembl_havana,protein_coding
chr16,12882381,12953739,71359,-,ensembl_havana,gene,NA,NA,ENSDARG00000070626,7,cacng8b,ensembl_havana,protein_coding
chr16,13714058,13789908,75851,-,ensembl_havana,gene,NA,NA,ENSDARG00000076804,6,ttyh1,ensembl_havana,protein_coding
chr16,13987735,13992646,4912,-,havana,gene,NA,NA,ENSDARG00000094385,2,si:dkey-85k15.6,havana,protein_coding
chr16,13993351,14025096,31746,+,ensembl_havana,gene,NA,NA,ENSDARG00000040890,8,fdps,ensembl_havana,protein_coding
chr16,14231406,14248892,17487,-,ensembl_havana,gene,NA,NA,ENSDARG00000062450,6,rnf115,ensembl_havana,protein_coding
chr16,14479160,14484367,5208,+,havana,gene,NA,NA,ENSDARG00000105421,2,BX324006.1,havana,lincRNA
chr16,14479551,14508200,28650,+,ensembl,gene,NA,NA,ENSDARG00000117529,1,BX005402.1,ensembl,lincRNA
chr16,14684916,15050842,365927,+,ensembl_havana,gene,NA,NA,ENSDARG00000005762,10,col14a1a,ensembl_havana,protein_coding
chr16,17763848,17798412,34565,+,ensembl_havana,gene,NA,NA,ENSDARG00000061621,7,them4,ensembl_havana,protein_coding
chr16,18608978,18960613,351636,-,ensembl_havana,gene,NA,NA,ENSDARG00000061904,7,fhod3b,ensembl_havana,protein_coding
chr16,19029297,19151800,122504,+,ensembl_havana,gene,NA,NA,ENSDARG00000074307,6,rapgef5b,ensembl_havana,protein_coding
chr16,20805322,20932896,127575,-,ensembl_havana,gene,NA,NA,ENSDARG00000056856,8,tax1bp1b,ensembl_havana,protein_coding
chr16,22781854,22863603,81750,-,ensembl_havana,gene,NA,NA,ENSDARG00000075437,5,shc1,ensembl_havana,protein_coding
chr16,25761101,25800819,39719,+,ensembl_havana,gene,NA,NA,ENSDARG00000078217,5,cblc,ensembl_havana,protein_coding
chr16,26863414,27100475,237062,+,ensembl_havana,gene,NA,NA,ENSDARG00000061335,8,galnt1,ensembl_havana,protein_coding
chr16,27126473,27149202,22730,-,ensembl_havana,gene,NA,NA,ENSDARG00000070455,6,tmem245,ensembl_havana,protein_coding
chr16,27564270,27581488,17219,+,ensembl_havana,gene,NA,NA,ENSDARG00000076752,5,tmem67,ensembl_havana,protein_coding
chr16,29072874,29194517,121644,-,ensembl_havana,gene,NA,NA,ENSDARG00000040237,10,mef2d,ensembl_havana,protein_coding
chr16,29407666,29452039,44374,-,ensembl_havana,gene,NA,NA,ENSDARG00000070442,6,si:ch211-113g11.6,ensembl_havana,protein_coding
chr16,29555801,29577708,21908,+,ensembl_havana,gene,NA,NA,ENSDARG00000061644,7,ensab,ensembl_havana,protein_coding
chr16,29650698,29684858,34161,+,ensembl_havana,gene,NA,NA,ENSDARG00000020890,8,tmod4,ensembl_havana,protein_coding
chr16,29698565,29714540,15976,-,ensembl_havana,gene,NA,NA,ENSDARG00000046148,7,tnfaip8l2b,ensembl_havana,protein_coding
chr16,30438041,30520157,82117,+,ensembl_havana,gene,NA,NA,ENSDARG00000060753,9,pear1,ensembl_havana,protein_coding
chr16,32832213,33001153,168941,-,ensembl_havana,gene,NA,NA,ENSDARG00000053215,10,me1,ensembl_havana,protein_coding
chr16,33772902,33817828,44927,-,ensembl_havana,gene,NA,NA,ENSDARG00000104340,2,rspo1,ensembl_havana,protein_coding
chr16,33925743,33930759,5017,-,ensembl_havana,gene,NA,NA,ENSDARG00000069815,8,dnali1,ensembl_havana,protein_coding
chr16,34321394,34401412,80019,-,ensembl_havana,gene,NA,NA,ENSDARG00000037154,7,hivep3b,ensembl_havana,protein_coding
chr16,34522977,34532888,9912,+,ensembl_havana,gene,NA,NA,ENSDARG00000034907,8,paqr7b,ensembl_havana,protein_coding
chr16,35593785,35644767,50983,+,ensembl_havana,gene,NA,NA,ENSDARG00000104760,2,si:ch211-1i11.3,ensembl_havana,protein_coding
chr16,39485608,39583668,98061,+,ensembl,gene,NA,NA,ENSDARG00000113139,1,CR855318.1,ensembl,protein_coding
chr16,40594128,40841363,247236,-,ensembl_havana,gene,NA,NA,ENSDARG00000102445,2,si:dkey-22o22.2,ensembl_havana,protein_coding
chr16,41902949,41961194,58246,-,ensembl_havana,gene,NA,NA,ENSDARG00000076689,5,gramd1a,ensembl_havana,protein_coding
chr16,42193163,42238120,44958,-,ensembl_havana,gene,NA,NA,ENSDARG00000060259,5,zgc:162160,ensembl_havana,protein_coding
chr16,42829735,42843397,13663,+,ensembl_havana,gene,NA,NA,ENSDARG00000013734,8,polr3glb,ensembl_havana,protein_coding
chr16,43417632,43742318,324687,-,ensembl_havana,gene,NA,NA,ENSDARG00000095865,4,oxr1a,ensembl_havana,processed_transcript
chr16,45337663,45357518,19856,+,ensembl_havana,gene,NA,NA,ENSDARG00000073893,6,dnase2,ensembl_havana,protein_coding
chr16,45456066,45691220,235155,+,ensembl_havana,gene,NA,NA,ENSDARG00000069765,8,syngap1b,ensembl_havana,protein_coding
chr16,45796602,45854882,58281,-,ensembl_havana,gene,NA,NA,ENSDARG00000004586,9,ntrk1,ensembl_havana,protein_coding
chr16,46000956,46091600,90645,+,ensembl_havana,gene,NA,NA,ENSDARG00000069755,6,mtmr11,ensembl_havana,protein_coding
chr16,47531516,48074540,543025,-,ensembl_havana,gene,NA,NA,ENSDARG00000077905,6,CSMD3 (1 of many),ensembl_havana,protein_coding
chr16,53603945,53633569,29625,+,ensembl_havana,gene,NA,NA,ENSDARG00000059806,5,sacm1lb,ensembl_havana,protein_coding
chr16,54890835,54919260,28426,-,ensembl_havana,gene,NA,NA,ENSDARG00000079834,6,kdf1a,ensembl_havana,protein_coding
chr20,25370,76300,50931,+,ensembl_havana,gene,NA,NA,ENSDARG00000077489,4,lrfn2b,ensembl_havana,protein_coding
chr20,218886,259965,41080,+,ensembl_havana,gene,NA,NA,ENSDARG00000020785,10,lama4,ensembl_havana,protein_coding
chr20,1329509,1350296,20788,+,ensembl_havana,gene,NA,NA,ENSDARG00000021509,9,tab2,ensembl_havana,protein_coding
chr20,2287298,2361226,73929,-,ensembl_havana,gene,NA,NA,ENSDARG00000093374,4,EPB41L2,ensembl_havana,protein_coding
chr20,2460864,2479450,18587,+,havana,gene,NA,NA,ENSDARG00000043843,7,akap7,havana,protein_coding
chr20,4897996,5052838,154843,-,ensembl_havana,gene,NA,NA,ENSDARG00000092503,4,arid1b,ensembl_havana,protein_coding
chr20,5563042,5965307,402266,+,ensembl_havana,gene,NA,NA,ENSDARG00000062693,8,nrxn3b,ensembl_havana,protein_coding
chr20,6590220,6666641,76422,+,ensembl_havana,gene,NA,NA,ENSDARG00000031911,7,tns3.2,ensembl_havana,protein_coding
chr20,6756247,6804237,47991,+,ensembl_havana,gene,NA,NA,ENSDARG00000099144,2,igfbp3,ensembl_havana,protein_coding
chr20,7243879,7251770,7892,+,ensembl_havana,gene,NA,NA,ENSDARG00000086265,3,bsnd,ensembl_havana,protein_coding
chr20,9958506,9963713,5208,-,ensembl_havana,gene,NA,NA,ENSDARG00000070781,6,gjd2b,ensembl_havana,protein_coding
chr20,15933028,16156419,223392,-,ensembl_havana,gene,NA,NA,ENSDARG00000026519,10,ralgps2,ensembl_havana,protein_coding
chr20,18391860,18536474,144615,-,ensembl_havana,gene,NA,NA,ENSDARG00000019383,9,cdc42bpb,ensembl_havana,protein_coding
chr20,19006703,19059240,52538,+,ensembl_havana,gene,NA,NA,ENSDARG00000023532,9,pinx1,ensembl_havana,protein_coding
chr20,22335511,22378401,42891,-,ensembl_havana,gene,NA,NA,ENSDARG00000043317,9,kita,ensembl_havana,protein_coding
chr20,23203946,23226453,22508,-,ensembl_havana,gene,NA,NA,ENSDARG00000092394,4,dcun1d4,ensembl_havana,protein_coding
chr20,23446243,23472319,26077,-,ensembl_havana,gene,NA,NA,ENSDARG00000032114,9,slain2,ensembl_havana,protein_coding
chr20,23972948,24122881,149934,-,ensembl_havana,gene,NA,NA,ENSDARG00000004074,8,bach2b,ensembl_havana,protein_coding
chr20,26407758,26467454,59697,-,ensembl_havana,gene,NA,NA,ENSDARG00000055678,8,akap12b,ensembl_havana,protein_coding
chr20,26709009,26822550,113542,-,ensembl_havana,gene,NA,NA,ENSDARG00000026629,10,gmds,ensembl_havana,protein_coding
chr20,26987416,27003298,15883,+,ensembl_havana,gene,NA,NA,ENSDARG00000004581,10,sel1l,ensembl_havana,protein_coding
chr20,27194833,27198254,3422,+,havana,gene,NA,NA,ENSDARG00000095793,2,si:dkey-85n7.8,havana,protein_coding
chr20,27426507,27552885,126379,+,ensembl_havana,gene,NA,NA,ENSDARG00000042368,8,kif26aa,ensembl_havana,protein_coding
chr20,28266327,28352352,86026,-,ensembl_havana,gene,NA,NA,ENSDARG00000070432,8,ino80,ensembl_havana,protein_coding
chr20,29513470,29533010,19541,-,ensembl_havana,gene,NA,NA,ENSDARG00000028937,11,taf1b,ensembl_havana,protein_coding
chr20,30031578,30084113,52536,+,havana,gene,NA,NA,ENSDARG00000096489,2,BX248324.1,havana,antisense
chr20,30725778,30889820,164043,+,ensembl_havana,gene,NA,NA,ENSDARG00000042627,6,nhsl1b,ensembl_havana,protein_coding
chr20,32270907,32402360,131454,+,havana,gene,NA,NA,ENSDARG00000096677,2,BX927123.1,havana,antisense
chr20,32337522,32405451,67930,-,ensembl_havana,gene,NA,NA,ENSDARG00000042902,7,afg1lb,ensembl_havana,protein_coding
chr20,34121818,34127415,5598,-,ensembl_havana,gene,NA,NA,ENSDARG00000010276,10,ptgs2b,ensembl_havana,protein_coding
chr20,34671386,34700654,29269,+,ensembl_havana,gene,NA,NA,ENSDARG00000042005,8,elp3,ensembl_havana,protein_coding
chr20,36682051,36792710,110660,+,ensembl_havana,gene,NA,NA,ENSDARG00000018257,11,ncoa1,ensembl_havana,protein_coding
chr20,37661229,37736703,75475,+,ensembl_havana,gene,NA,NA,ENSDARG00000007171,9,aig1,ensembl_havana,protein_coding
chr20,38031439,38119890,88452,+,ensembl_havana,gene,NA,NA,ENSDARG00000023448,7,galnt14,ensembl_havana,protein_coding
chr20,38620666,38670696,50031,+,ensembl_havana,gene,NA,NA,ENSDARG00000033916,9,si:ch211-243j20.2,ensembl_havana,protein_coding
chr20,38837238,38900420,63183,+,ensembl_havana,gene,NA,NA,ENSDARG00000041870,4,ift172,ensembl_havana,protein_coding
chr20,38910214,39046181,135968,+,ensembl_havana,gene,NA,NA,ENSDARG00000029587,8,msra,ensembl_havana,protein_coding
chr20,39520628,39582316,61689,-,ensembl_havana,gene,NA,NA,ENSDARG00000042553,8,pex7,ensembl_havana,protein_coding
chr20,39601856,39686069,84214,-,havana,gene,NA,NA,ENSDARG00000094075,4,BX936317.1,havana,processed_transcript
chr20,40150612,40231379,80768,+,ensembl_havana,gene,NA,NA,ENSDARG00000041779,9,trdn,ensembl_havana,protein_coding
chr20,40371897,40451115,79219,-,ensembl_havana,gene,NA,NA,ENSDARG00000053110,6,pkib,ensembl_havana,protein_coding
chr20,41021054,41242638,221585,+,ensembl_havana,gene,NA,NA,ENSDARG00000005652,10,man1a1,ensembl_havana,protein_coding
chr20,43345882,43389320,43439,-,havana,gene,NA,NA,ENSDARG00000096699,2,AL928920.2,havana,antisense
chr20,43602810,43644531,41722,+,ensembl_havana,gene,NA,NA,ENSDARG00000032838,9,si:dkey-206f10.1,ensembl_havana,protein_coding
chr20,44582318,44792557,210240,+,ensembl_havana,gene,NA,NA,ENSDARG00000060537,7,atad2b,ensembl_havana,protein_coding
chr20,44799375,45062514,263140,-,ensembl,gene,NA,NA,ENSDARG00000087688,3,klhl29,ensembl,protein_coding
chr20,45907764,45983440,75677,-,havana,gene,NA,NA,ENSDARG00000096676,4,AL929237.3,havana,processed_transcript
chr20,46967269,47051996,84728,-,ensembl_havana,gene,NA,NA,ENSDARG00000005394,12,dnmt3aa,ensembl_havana,protein_coding
chr20,47143900,47151866,7967,+,ensembl_havana,gene,NA,NA,ENSDARG00000089158,4,si:dkeyp-104f11.6,ensembl_havana,protein_coding
chr20,48292634,48407944,115311,-,ensembl,gene,NA,NA,ENSDARG00000060618,6,ipo13,ensembl,protein_coding
chr20,48810901,48898560,87660,-,ensembl_havana,gene,NA,NA,ENSDARG00000101900,2,xrn2,ensembl_havana,protein_coding
chr20,49451764,49681850,230087,-,ensembl_havana,gene,NA,NA,ENSDARG00000019601,12,col12a1b,ensembl_havana,protein_coding
chr20,50650143,50740404,90262,+,ensembl,gene,NA,NA,ENSDARG00000088117,4,fut8b,ensembl,protein_coding
chr20,52152792,52235440,82649,+,havana,gene,NA,NA,ENSDARG00000097674,2,CU633978.1,havana,lincRNA
chr20,53967350,53981626,14277,-,ensembl_havana,gene,NA,NA,ENSDARG00000024746,12,hsp90aa1.2,ensembl_havana,protein_coding
chr20,54666222,54682191,15970,+,ensembl,gene,NA,NA,ENSDARG00000102965,2,CABZ01087948.1,ensembl,protein_coding
chr20,54874121,54924593,50473,-,havana,gene,NA,NA,ENSDARG00000096258,2,si:dkey-15f23.1,havana,protein_coding
chr8,1741938,1838315,96378,-,ensembl_havana,gene,NA,NA,ENSDARG00000062823,7,pi4kab,ensembl_havana,protein_coding
chr8,3530761,3643374,112614,+,ensembl,gene,NA,NA,ENSDARG00000058419,7,gcn1,ensembl,protein_coding
chr8,4516831,4574328,57498,-,ensembl_havana,gene,NA,NA,ENSDARG00000062612,8,dhx37,ensembl_havana,protein_coding
chr8,7393435,7444390,50956,-,ensembl_havana,gene,NA,NA,ENSDARG00000008384,10,hdac6,ensembl_havana,protein_coding
chr8,7828414,7848287,19874,+,havana,gene,NA,NA,ENSDARG00000104899,2,CR931813.2,havana,processed_transcript
chr8,7875110,7912936,37827,+,ensembl_havana,gene,NA,NA,ENSDARG00000101205,2,si:dkey-242k1.6,ensembl_havana,protein_coding
chr8,8643901,8682933,39033,+,ensembl_havana,gene,NA,NA,ENSDARG00000076303,6,usp11,ensembl_havana,protein_coding
chr8,9222684,9570511,347828,-,ensembl_havana,gene,NA,NA,ENSDARG00000007172,10,plxna3,ensembl_havana,protein_coding
chr8,10903325,10932206,28882,-,ensembl_havana,gene,NA,NA,ENSDARG00000031046,9,nr1h5,ensembl_havana,protein_coding
chr8,10920205,10962489,42285,+,ensembl,gene,NA,NA,ENSDARG00000117077,1,BX321886.1,ensembl,protein_coding
chr8,10937523,10949847,12325,-,ensembl_havana,gene,NA,NA,ENSDARG00000043624,7,pqlc2,ensembl_havana,protein_coding
chr8,13700605,13788311,87707,+,ensembl_havana,gene,NA,NA,ENSDARG00000078567,5,lonrf1l,ensembl_havana,protein_coding
chr8,17554313,17771755,217443,-,ensembl_havana,gene,NA,NA,ENSDARG00000043332,7,prkcz,ensembl_havana,protein_coding
chr8,17958419,17980317,21899,-,ensembl_havana,gene,NA,NA,ENSDARG00000086933,3,tnni3k,ensembl_havana,protein_coding
chr8,18515711,18537882,22172,-,ensembl_havana,gene,NA,NA,ENSDARG00000057317,9,nexn,ensembl_havana,protein_coding
chr8,19739127,19803379,64253,+,havana,gene,NA,NA,ENSDARG00000097027,2,CR352292.1,havana,antisense
chr8,20956078,20971940,15863,+,havana,gene,NA,NA,ENSDARG00000094192,2,si:dkeyp-82a1.2,havana,protein_coding
chr8,21225064,21252659,27596,+,ensembl_havana,gene,NA,NA,ENSDARG00000069074,7,cry1ba,ensembl_havana,protein_coding
chr8,21588067,21676306,88240,+,ensembl_havana,gene,NA,NA,ENSDARG00000038655,6,ajap1,ensembl_havana,protein_coding
chr8,21978057,22274509,296453,-,ensembl_havana,gene,NA,NA,ENSDARG00000069014,8,nphp4,ensembl_havana,protein_coding
chr8,23916647,24076844,160198,+,ensembl_havana,gene,NA,NA,ENSDARG00000061466,7,cpne5a,ensembl_havana,protein_coding
chr8,24422393,24502997,80605,-,ensembl,gene,NA,NA,ENSDARG00000110283,1,BX296549.1,ensembl,protein_coding
chr8,24500116,24697586,197471,-,ensembl,gene,NA,NA,ENSDARG00000114278,1,BX324132.4,ensembl,protein_coding
chr8,25733872,25748852,14981,+,ensembl_havana,gene,NA,NA,ENSDARG00000097877,2,si:ch211-167b20.8,ensembl_havana,protein_coding
chr8,26714532,26792912,78381,-,ensembl_havana,gene,NA,NA,ENSDARG00000076923,5,kazna,ensembl_havana,protein_coding
chr8,27743550,27768785,25236,+,ensembl_havana,gene,NA,NA,ENSDARG00000032234,7,wnt2bb,ensembl_havana,protein_coding
chr8,28900689,29587703,687015,+,ensembl_havana,gene,NA,NA,ENSDARG00000055302,7,grid2,ensembl_havana,protein_coding
chr8,31465222,31606514,141293,-,ensembl_havana,gene,NA,NA,ENSDARG00000054771,8,ghra,ensembl_havana,protein_coding
chr8,31716872,31818916,102045,+,ensembl_havana,gene,NA,NA,ENSDARG00000013063,11,oxct1a,ensembl_havana,protein_coding
chr8,32028367,32354721,326355,-,ensembl_havana,gene,NA,NA,ENSDARG00000054224,8,ipo11,ensembl_havana,protein_coding
chr8,32453652,32456337,2686,-,ensembl,gene,NA,NA,ENSDARG00000117811,1,BX545917.7,ensembl,lincRNA
chr8,36621598,36785609,164012,+,ensembl_havana,gene,NA,NA,ENSDARG00000077633,5,magixb,ensembl_havana,protein_coding
chr8,37280532,37391372,110841,-,ensembl_havana,gene,NA,NA,ENSDARG00000078187,6,slc12a5b,ensembl_havana,protein_coding
chr8,38026683,38159805,133123,-,ensembl_havana,gene,NA,NA,ENSDARG00000076994,5,adgra2,ensembl_havana,protein_coding
chr8,41533268,41610205,76938,+,ensembl_havana,gene,NA,NA,ENSDARG00000078536,5,si:ch211-158d24.2,ensembl_havana,protein_coding
chr8,43379436,43574935,195500,-,ensembl_havana,gene,NA,NA,ENSDARG00000000966,10,ncor2,ensembl_havana,protein_coding
chr8,46758264,46894362,136099,-,ensembl,gene,NA,NA,ENSDARG00000018653,10,acot7,ensembl,protein_coding
chr8,48095911,48242997,147087,+,havana,gene,NA,NA,ENSDARG00000092738,2,si:ch211-263k4.2,havana,protein_coding
chr8,49173131,49201258,28128,-,ensembl_havana,gene,NA,NA,ENSDARG00000075375,4,zgc:171501,ensembl_havana,protein_coding
chr8,49975160,50037559,62400,+,ensembl_havana,gene,NA,NA,ENSDARG00000057465,6,gfpt1,ensembl_havana,protein_coding
chr8,52442622,52447101,4480,+,ensembl,gene,NA,NA,ENSDARG00000015657,7,zgc:77112,ensembl,protein_coding
chr8,52550241,52594111,43871,-,ensembl_havana,gene,NA,NA,ENSDARG00000099294,3,si:ch73-199g24.2,ensembl_havana,protein_coding
chr8,53080515,53096754,16240,+,ensembl_havana,gene,NA,NA,ENSDARG00000095879,4,wdr46,ensembl_havana,protein_coding
chr8,53143211,53152093,8883,+,ensembl_havana,gene,NA,NA,ENSDARG00000041306,6,mrps25,ensembl_havana,protein_coding
chr8,54115872,54134106,18235,+,ensembl,gene,NA,NA,ENSDARG00000117283,1,CABZ01085594.1,ensembl,lincRNA
chr17,58211,71073,12863,+,havana,gene,NA,NA,ENSDARG00000100805,2,si:ch1073-209e23.1,havana,protein_coding
chr17,2479303,2535682,56380,-,havana,gene,NA,NA,ENSDARG00000090013,4,ccdc9b,havana,protein_coding
chr17,4578552,4854851,276300,+,ensembl,gene,NA,NA,ENSDARG00000043799,8,zmp:0000000619,ensembl,protein_coding
chr17,7844927,8173380,328454,-,ensembl_havana,gene,NA,NA,ENSDARG00000063068,7,syne1b,ensembl_havana,protein_coding
chr17,8229868,8268406,38539,-,ensembl_havana,gene,NA,NA,ENSDARG00000044056,9,ahi1,ensembl_havana,protein_coding
chr17,9308425,9894157,585733,+,ensembl,gene,NA,NA,ENSDARG00000109820,1,NPAS3,ensembl,protein_coding
chr17,10031791,10043273,11483,-,havana,gene,NA,NA,ENSDARG00000063233,7,baz1a,havana,protein_coding
chr17,10593398,10703926,110529,+,ensembl_havana,gene,NA,NA,ENSDARG00000103746,2,mapkbp1,ensembl_havana,protein_coding
chr17,11072942,11368662,295721,-,ensembl_havana,gene,NA,NA,ENSDARG00000097772,4,si:ch211-185a18.2,ensembl_havana,protein_coding
chr17,11728920,12058171,329252,-,ensembl_havana,gene,NA,NA,ENSDARG00000058050,8,smyd3,ensembl_havana,protein_coding
chr17,11808031,11966441,158411,+,ensembl,gene,NA,NA,ENSDARG00000114403,1,BX276117.1,ensembl,protein_coding
chr17,12767640,12923574,155935,+,ensembl_havana,gene,NA,NA,ENSDARG00000076889,6,ralgapa1,ensembl_havana,protein_coding
chr17,14796926,14876758,79833,-,ensembl_havana,gene,NA,NA,ENSDARG00000075707,6,nid2a,ensembl_havana,protein_coding
chr17,14918101,14966384,48284,-,ensembl_havana,gene,NA,NA,ENSDARG00000032256,9,txndc16,ensembl_havana,protein_coding
chr17,15033822,15117508,83687,+,ensembl_havana,gene,NA,NA,ENSDARG00000075759,5,samd4a,ensembl_havana,protein_coding
chr17,15220042,15229787,9746,-,ensembl_havana,gene,NA,NA,ENSDARG00000057699,4,styx,ensembl_havana,protein_coding
chr17,15309432,15382704,73273,-,ensembl_havana,gene,NA,NA,ENSDARG00000002635,12,zgc:85722,ensembl_havana,protein_coding
chr17,15899039,15966746,67708,+,ensembl_havana,gene,NA,NA,ENSDARG00000023237,10,syne3,ensembl_havana,protein_coding
chr17,16906523,17447902,541380,-,ensembl_havana,gene,NA,NA,ENSDARG00000043746,8,nrxn3a,ensembl_havana,protein_coding
chr17,20009132,20118244,109113,-,ensembl_havana,gene,NA,NA,ENSDARG00000003706,10,ryr2b,ensembl_havana,protein_coding
chr17,20701582,20897407,195826,-,ensembl_havana,gene,NA,NA,ENSDARG00000061736,7,ank3a,ensembl_havana,protein_coding
chr17,21220934,21280185,59252,-,ensembl_havana,gene,NA,NA,ENSDARG00000070603,8,hspa12a,ensembl_havana,protein_coding
chr17,22559055,22572656,13602,+,havana,gene,NA,NA,ENSDARG00000096871,2,BX511245.1,havana,antisense
chr17,22563836,22573402,9567,-,ensembl_havana,gene,NA,NA,ENSDARG00000056832,6,exo1,ensembl_havana,protein_coding
chr17,23470967,23509973,39007,+,ensembl_havana,gene,NA,NA,ENSDARG00000071009,6,kif20ba,ensembl_havana,protein_coding
chr17,23554932,23575465,20534,+,ensembl_havana,gene,NA,NA,ENSDARG00000008192,10,pank1a,ensembl_havana,protein_coding
chr17,23782324,23811332,29009,+,ensembl_havana,gene,NA,NA,ENSDARG00000015110,10,slc18a2,ensembl_havana,protein_coding
chr17,24109012,24315315,206304,+,ensembl_havana,gene,NA,NA,ENSDARG00000043643,7,ehbp1,ensembl_havana,protein_coding
chr17,24439532,24444402,4871,+,havana,gene,NA,NA,ENSDARG00000103849,2,mdh1ab,havana,polymorphic_pseudogene
chr17,24537185,24564677,27493,-,ensembl_havana,gene,NA,NA,ENSDARG00000071341,6,abch1,ensembl_havana,protein_coding
chr17,24588834,24631981,43148,-,ensembl,gene,NA,NA,ENSDARG00000116881,1,CR352220.1,ensembl,protein_coding
chr17,24590177,24602512,12336,+,ensembl_havana,gene,NA,NA,ENSDARG00000063553,5,rlf,ensembl_havana,protein_coding
chr17,24632323,24663768,31446,+,ensembl_havana,gene,NA,NA,ENSDARG00000071357,5,map4k3b,ensembl_havana,protein_coding
chr17,26589879,26604946,15068,-,ensembl_havana,gene,NA,NA,ENSDARG00000061215,8,fam149b1,ensembl_havana,protein_coding
chr17,26593562,26625369,31808,+,ensembl,gene,NA,NA,ENSDARG00000116527,1,CT573303.1,ensembl,protein_coding
chr17,26611929,26692620,80692,+,ensembl_havana,gene,NA,NA,ENSDARG00000061207,8,ttc7b,ensembl_havana,protein_coding
chr17,27064158,27172352,108195,+,ensembl_havana,gene,NA,NA,ENSDARG00000033437,11,rps6ka1,ensembl_havana,protein_coding
chr17,27243447,27266053,22607,-,ensembl_havana,gene,NA,NA,ENSDARG00000079233,4,si:ch211-160f23.5,ensembl_havana,protein_coding
chr17,28882977,28969194,86218,+,ensembl_havana,gene,NA,NA,ENSDARG00000075949,5,prkd1,ensembl_havana,protein_coding
chr17,28944581,29022501,77921,-,havana,gene,NA,NA,ENSDARG00000097263,2,CR925802.1,havana,antisense
chr17,29345606,29370314,24709,+,ensembl_havana,gene,NA,NA,ENSDARG00000060854,7,kctd3,ensembl_havana,protein_coding
chr17,29376854,29771639,394786,-,ensembl_havana,gene,NA,NA,ENSDARG00000029482,9,ush2a,ensembl_havana,protein_coding
chr17,30473507,30521043,47537,-,ensembl_havana,gene,NA,NA,ENSDARG00000054973,7,itsn2b,ensembl_havana,protein_coding
chr17,30522764,30591223,68460,+,ensembl_havana,gene,NA,NA,ENSDARG00000054537,6,nhsl1a,ensembl_havana,protein_coding
chr17,30897292,30975978,78687,-,ensembl_havana,gene,NA,NA,ENSDARG00000035650,8,evla,ensembl_havana,protein_coding
chr17,31221761,31228971,7211,+,ensembl_havana,gene,NA,NA,ENSDARG00000073962,5,ccdc32,ensembl_havana,protein_coding
